,ID,Clothing ID,Age,Rating,Division Name,Department Name,Class Name,USER ID,New Clothing ID
10926,10927,1083,37,5,General,Dresses,Dresses,316,33
10927,10928,1086,33,3,General,Dresses,Dresses,336,36
10928,10929,1083,35,5,General,Dresses,Dresses,304,33
10929,10930,1083,30,3,General,Dresses,Dresses,237,33
10930,10931,1083,41,3,General,Dresses,Dresses,243,33
10931,10932,1094,39,4,General Petite,Dresses,Dresses,9,43
10932,10933,1083,62,4,General,Dresses,Dresses,420,33
10933,10934,1092,48,5,General Petite,Dresses,Dresses,601,41
10934,10935,1092,64,5,General Petite,Dresses,Dresses,790,41
10935,10936,1092,42,5,General Petite,Dresses,Dresses,461,41
10936,10937,1083,35,5,General,Dresses,Dresses,304,33
10937,10938,1083,39,4,General,Dresses,Dresses,48,33
10938,10939,1092,39,4,General Petite,Dresses,Dresses,9,41
10939,10940,1094,69,2,General Petite,Dresses,Dresses,1173,43
10940,10941,1086,34,5,General,Dresses,Dresses,1,36
10941,10942,1092,47,5,General Petite,Dresses,Dresses,439,41
10943,10944,1092,37,5,General Petite,Dresses,Dresses,248,41
10946,10947,1107,47,4,General,Dresses,Dresses,17,51
10947,10948,1092,25,5,General Petite,Dresses,Dresses,818,41
10948,10949,1107,43,3,General,Dresses,Dresses,451,51
10949,10950,1092,65,5,General Petite,Dresses,Dresses,690,41
10950,10951,1083,54,5,General,Dresses,Dresses,215,33
10951,10952,1083,37,4,General,Dresses,Dresses,316,33
10952,10953,1083,50,5,General,Dresses,Dresses,12,33
10953,10954,1094,52,5,General,Dresses,Dresses,173,43
10954,10955,1092,43,3,General Petite,Dresses,Dresses,656,41
10955,10956,1092,49,2,General Petite,Dresses,Dresses,581,41
10956,10957,986,33,5,General,Jackets,Jackets,319,139
10957,10958,1086,35,5,General,Dresses,Dresses,304,36
10958,10959,1083,55,3,General,Dresses,Dresses,19,33
10959,10960,1053,52,5,General,Bottoms,Pants,707,14
10960,10961,1086,25,5,General,Dresses,Dresses,214,36
10961,10962,1094,52,5,General,Dresses,Dresses,173,43
10962,10963,1092,41,5,General Petite,Dresses,Dresses,55,41
10963,10964,1083,36,5,General,Dresses,Dresses,221,33
10964,10965,1086,36,4,General,Dresses,Dresses,221,36
10965,10966,1094,47,1,General,Dresses,Dresses,17,43
10966,10967,1092,42,1,General Petite,Dresses,Dresses,461,41
10967,10968,1092,38,5,General Petite,Dresses,Dresses,320,41
10968,10969,1008,33,3,General,Bottoms,Skirts,916,146
10969,10970,1092,35,2,General Petite,Dresses,Dresses,143,41
10970,10971,1083,61,5,General,Dresses,Dresses,94,33
10973,10974,1092,47,3,General Petite,Dresses,Dresses,439,41
10974,10975,1092,48,5,General Petite,Dresses,Dresses,601,41
10975,10976,1092,21,5,General Petite,Dresses,Dresses,1120,41
10976,10977,1086,66,5,General,Dresses,Dresses,689,36
10977,10978,1008,43,5,General,Bottoms,Skirts,210,146
10978,10979,1092,38,2,General Petite,Dresses,Dresses,320,41
10979,10980,1092,37,5,General Petite,Dresses,Dresses,248,41
10980,10981,1092,41,5,General Petite,Dresses,Dresses,55,41
10982,10983,1092,75,5,General Petite,Dresses,Dresses,1395,41
10983,10984,1092,43,5,General Petite,Dresses,Dresses,656,41
10984,10985,1107,41,3,General,Dresses,Dresses,243,51
10985,10986,1092,49,3,General Petite,Dresses,Dresses,581,41
10986,10987,1092,36,5,General Petite,Dresses,Dresses,53,41
10987,10988,1092,40,5,General Petite,Dresses,Dresses,355,41
10988,10989,1092,53,5,General Petite,Dresses,Dresses,10,41
10989,10990,1092,35,5,General Petite,Dresses,Dresses,143,41
10990,10991,1092,43,5,General Petite,Dresses,Dresses,656,41
10991,10992,1083,36,5,General,Dresses,Dresses,221,33
10992,10993,1092,41,4,General Petite,Dresses,Dresses,55,41
10993,10994,1086,60,2,General,Dresses,Dresses,2,36
10995,10996,1092,36,4,General Petite,Dresses,Dresses,53,41
10997,10998,1008,33,5,General,Bottoms,Skirts,916,146
10998,10999,1086,39,5,General,Dresses,Dresses,48,36
10999,11000,1086,48,5,General,Dresses,Dresses,372,36
11000,11001,1086,44,3,General,Dresses,Dresses,92,36
11001,11002,986,34,5,General,Jackets,Jackets,475,139
11002,11003,1086,26,5,General,Dresses,Dresses,306,36
11003,11004,1083,44,5,General,Dresses,Dresses,92,33
11005,11006,1092,32,4,General Petite,Dresses,Dresses,98,41
11006,11007,1092,35,5,General Petite,Dresses,Dresses,143,41
11007,11008,1086,35,5,General,Dresses,Dresses,304,36
11009,11010,1066,59,3,General Petite,Bottoms,Pants,628,20
11010,11011,1093,32,5,General,Dresses,Dresses,95,42
11012,11013,1093,58,5,General,Dresses,Dresses,450,42
11013,11014,825,65,2,General,Tops,Blouses,281,69
11014,11015,1094,56,5,General Petite,Dresses,Dresses,62,43
11015,11016,1093,40,5,General,Dresses,Dresses,158,42
11016,11017,1093,51,5,General,Dresses,Dresses,97,42
11017,11018,1086,29,3,General,Dresses,Dresses,218,36
11018,11019,1035,51,2,General Petite,Bottoms,Jeans,552,6
11019,11020,877,40,5,General,Tops,Knits,38,104
11020,11021,1035,32,1,General Petite,Bottoms,Jeans,761,6
11021,11022,1093,42,4,General,Dresses,Dresses,294,42
11023,11024,1035,64,1,General Petite,Bottoms,Jeans,952,6
11025,11026,830,66,2,General Petite,Tops,Blouses,587,73
11026,11027,830,27,5,General Petite,Tops,Blouses,349,73
11028,11029,872,35,4,General,Tops,Knits,223,100
11029,11030,877,49,5,General,Tops,Knits,647,104
11030,11031,823,66,1,General,Tops,Blouses,91,67
11031,11032,872,64,5,General,Tops,Knits,592,100
11032,11033,1093,63,5,General,Dresses,Dresses,245,42
11033,11034,877,28,5,General,Tops,Knits,57,104
11034,11035,1093,53,3,General,Dresses,Dresses,8,42
11035,11036,1093,62,4,General,Dresses,Dresses,420,42
11037,11038,830,51,5,General Petite,Tops,Blouses,344,73
11038,11039,1093,34,2,General,Dresses,Dresses,1,42
11041,11042,1093,46,5,General,Dresses,Dresses,343,42
11043,11044,877,37,5,General,Tops,Knits,61,104
11044,11045,1093,42,4,General,Dresses,Dresses,294,42
11045,11046,1093,39,5,General,Dresses,Dresses,48,42
11046,11047,1094,39,5,General,Dresses,Dresses,48,43
11048,11049,1093,34,5,General,Dresses,Dresses,1,42
11050,11051,1093,36,5,General,Dresses,Dresses,221,42
11052,11053,1103,43,4,General Petite,Dresses,Dresses,656,49
11053,11054,866,45,5,General,Tops,Knits,665,94
11054,11055,1092,45,2,General Petite,Dresses,Dresses,653,41
11055,11056,866,51,4,General,Tops,Knits,90,94
11057,11058,1092,53,5,General Petite,Dresses,Dresses,10,41
11058,11059,866,43,5,General,Tops,Knits,42,94
11060,11061,1103,52,3,General Petite,Dresses,Dresses,582,49
11061,11062,831,31,4,General Petite,Tops,Blouses,588,74
11062,11063,868,52,5,General Petite,Tops,Knits,487,96
11064,11065,1092,35,5,General Petite,Dresses,Dresses,143,41
11065,11066,866,41,4,General,Tops,Knits,47,94
11066,11067,866,38,5,General,Tops,Knits,200,94
11068,11069,1086,53,5,General,Dresses,Dresses,8,36
11069,11070,1086,47,5,General,Dresses,Dresses,17,36
11070,11071,1103,43,4,General Petite,Dresses,Dresses,656,49
11071,11072,1092,27,1,General Petite,Dresses,Dresses,701,41
11072,11073,1086,39,5,General,Dresses,Dresses,48,36
11075,11076,866,57,4,General,Tops,Knits,58,94
11076,11077,831,49,4,General Petite,Tops,Blouses,345,74
11078,11079,876,56,5,General Petite,Tops,Knits,468,103
11079,11080,873,47,5,General,Tops,Knits,37,101
11080,11081,1030,56,5,General,Bottoms,Jeans,759,3
11086,11087,872,31,4,General,Tops,Knits,52,100
11088,11089,829,39,4,General Petite,Tops,Blouses,77,72
11089,11090,872,55,5,General,Tops,Knits,222,100
11091,11092,829,50,5,General Petite,Tops,Blouses,352,72
11092,11093,873,21,2,General,Tops,Knits,798,101
11093,11094,873,41,4,General,Tops,Knits,47,101
11094,11095,1030,42,4,General,Bottoms,Jeans,377,3
11095,11096,873,39,5,General,Tops,Knits,49,101
11096,11097,829,39,3,General Petite,Tops,Blouses,77,72
11097,11098,873,34,5,General,Tops,Knits,368,101
11098,11099,873,35,5,General,Tops,Knits,223,101
11100,11101,1110,29,5,General,Dresses,Dresses,218,52
11102,11103,873,49,5,General,Tops,Knits,647,101
11103,11104,876,43,1,General Petite,Tops,Knits,473,103
11104,11105,829,50,2,General Petite,Tops,Blouses,352,72
11105,11106,829,70,3,General Petite,Tops,Blouses,1082,72
11107,11108,872,42,5,General,Tops,Knits,229,100
11110,11111,873,40,5,General,Tops,Knits,38,101
11111,11112,829,23,2,General Petite,Tops,Blouses,82,72
11113,11114,829,37,5,General Petite,Tops,Blouses,351,72
11114,11115,873,56,5,General,Tops,Knits,585,101
11115,11116,876,51,5,General Petite,Tops,Knits,138,103
11116,11117,829,46,2,General Petite,Tops,Blouses,283,72
11117,11118,829,37,4,General Petite,Tops,Blouses,351,72
11119,11120,1075,43,5,General,Dresses,Dresses,451,25
11120,11121,820,72,5,General Petite,Tops,Blouses,494,65
11121,11122,862,39,5,General Petite,Tops,Knits,6,90
11122,11123,906,41,5,General Petite,Tops,Fine gauge,1021,115
11123,11124,906,42,5,General Petite,Tops,Fine gauge,934,115
11124,11125,996,39,4,General Petite,Bottoms,Skirts,146,142
11125,11126,862,35,3,General Petite,Tops,Knits,111,90
11126,11127,1080,66,4,General,Dresses,Dresses,689,30
11127,11128,1025,34,5,General,Bottoms,Jeans,891,1
11128,11129,1075,62,5,General,Dresses,Dresses,420,25
11129,11130,862,47,2,General,Tops,Knits,37,90
11130,11131,862,35,5,General,Tops,Knits,223,90
11131,11132,1025,48,5,General,Bottoms,Jeans,205,1
11132,11133,1020,53,4,General,Bottoms,Skirts,838,148
11133,11134,1078,24,5,General,Dresses,Dresses,7,28
11134,11135,1028,40,5,General Petite,Bottoms,Jeans,872,2
11135,11136,862,40,5,General,Tops,Knits,38,90
11137,11138,1078,49,2,General,Dresses,Dresses,5,28
11138,11139,862,38,4,General,Tops,Knits,200,90
11139,11140,1078,24,5,General,Dresses,Dresses,7,28
11141,11142,1025,45,5,General,Bottoms,Jeans,670,1
11142,11143,1075,51,4,General,Dresses,Dresses,97,25
11143,11144,1075,34,1,General,Dresses,Dresses,1,25
11144,11145,1028,66,5,General Petite,Bottoms,Jeans,498,2
11145,11146,862,41,3,General,Tops,Knits,47,90
11146,11147,1078,42,5,General,Dresses,Dresses,294,28
11147,11148,862,39,5,General,Tops,Knits,49,90
11148,11149,862,33,5,General,Tops,Knits,45,90
11149,11150,862,43,5,General,Tops,Knits,42,90
11150,11151,906,43,5,General Petite,Tops,Fine gauge,845,115
11152,11153,1075,53,4,General,Dresses,Dresses,8,25
11153,11154,1075,60,1,General,Dresses,Dresses,2,25
11154,11155,1020,36,5,General,Bottoms,Skirts,121,148
11155,11156,862,37,5,General,Tops,Knits,61,90
11156,11157,862,42,4,General,Tops,Knits,229,90
11157,11158,862,22,5,General,Tops,Knits,318,90
11158,11159,1025,26,5,General,Bottoms,Jeans,688,1
11159,11160,1078,62,2,General,Dresses,Dresses,420,28
11160,11161,906,29,5,General Petite,Tops,Fine gauge,488,115
11161,11162,1020,39,4,General,Bottoms,Skirts,117,148
11162,11163,996,38,3,General Petite,Bottoms,Skirts,161,142
11163,11164,996,43,5,General Petite,Bottoms,Skirts,522,142
11164,11165,862,54,5,General,Tops,Knits,666,90
11165,11166,1078,66,3,General,Dresses,Dresses,689,28
11166,11167,906,66,4,General Petite,Tops,Fine gauge,1189,115
11167,11168,862,40,1,General,Tops,Knits,38,90
11168,11169,862,29,5,General,Tops,Knits,369,90
11169,11170,1075,34,5,General,Dresses,Dresses,1,25
11170,11171,1025,66,5,General,Bottoms,Jeans,311,1
11171,11172,862,75,3,General,Tops,Knits,1122,90
11172,11173,996,49,2,General Petite,Bottoms,Skirts,163,142
11173,11174,1025,48,5,General,Bottoms,Jeans,205,1
11174,11175,1075,39,5,General,Dresses,Dresses,48,25
11175,11176,906,39,4,General Petite,Tops,Fine gauge,285,115
11176,11177,1078,39,5,General Petite,Dresses,Dresses,9,28
11177,11178,996,29,5,General Petite,Bottoms,Skirts,515,142
11178,11179,1075,57,5,General,Dresses,Dresses,744,25
11179,11180,1078,48,4,General Petite,Dresses,Dresses,601,28
11180,11181,1025,80,5,General,Bottoms,Jeans,1402,1
11181,11182,820,59,4,General Petite,Tops,Blouses,334,65
11182,11183,996,65,5,General Petite,Bottoms,Skirts,1371,142
11183,11184,1025,33,5,General,Bottoms,Jeans,782,1
11184,11185,862,37,5,General Petite,Tops,Knits,75,90
11185,11186,820,26,4,General Petite,Tops,Blouses,583,65
11186,11187,1078,65,1,General Petite,Dresses,Dresses,690,28
11187,11188,1024,55,5,General,Bottoms,Jeans,1044,0
11191,11192,864,37,5,General,Tops,Knits,61,92
11193,11194,872,38,5,General,Tops,Knits,200,100
11194,11195,864,44,4,General,Tops,Knits,170,92
11197,11198,949,39,5,General Petite,Tops,Sweaters,512,130
11198,11199,872,68,5,General,Tops,Knits,855,100
11201,11202,1095,33,5,General Petite,Dresses,Dresses,792,44
11202,11203,830,32,5,General,Tops,Blouses,206,73
11204,11205,872,40,5,General,Tops,Knits,38,100
11205,11206,864,20,2,General,Tops,Knits,668,92
11208,11209,872,36,4,General,Tops,Knits,419,100
11209,11210,872,56,5,General,Tops,Knits,585,100
11210,11211,830,43,5,General,Tops,Blouses,258,73
11211,11212,872,39,4,General,Tops,Knits,49,100
11212,11213,872,52,5,General,Tops,Knits,96,100
11213,11214,1068,57,3,General,Bottoms,Pants,186,21
11214,11215,1126,31,5,General,Jackets,Outerwear,212,59
11216,11217,872,32,5,General,Tops,Knits,565,100
11217,11218,1068,47,5,General,Bottoms,Pants,13,21
11221,11222,872,34,5,General,Tops,Knits,368,100
11222,11223,872,34,4,General,Tops,Knits,368,100
11223,11224,872,29,3,General,Tops,Knits,369,100
11226,11227,1126,43,3,General,Jackets,Outerwear,1301,59
11227,11228,872,37,5,General,Tops,Knits,61,100
11228,11229,949,39,3,General Petite,Tops,Sweaters,512,130
11229,11230,1068,44,1,General,Bottoms,Pants,376,21
11230,11231,872,44,5,General,Tops,Knits,170,100
11231,11232,864,38,4,General,Tops,Knits,200,92
11232,11233,872,34,5,General,Tops,Knits,368,100
11233,11234,872,33,5,General,Tops,Knits,45,100
11234,11235,872,35,5,General,Tops,Knits,223,100
11236,11237,872,60,5,General,Tops,Knits,60,100
11238,11239,872,78,5,General,Tops,Knits,1404,100
11240,11241,1068,50,4,General,Bottoms,Pants,1175,21
11242,11243,864,36,3,General Petite,Tops,Knits,435,92
11243,11244,830,38,5,General,Tops,Blouses,178,73
11244,11245,872,84,5,General,Tops,Knits,801,100
11246,11247,1087,39,5,General Petite,Dresses,Dresses,9,37
11247,11248,1009,32,5,General,Bottoms,Skirts,775,147
11249,11250,872,32,4,General,Tops,Knits,565,100
11250,11251,872,54,5,General,Tops,Knits,666,100
11251,11252,864,65,4,General Petite,Tops,Knits,807,92
11252,11253,872,64,5,General,Tops,Knits,592,100
11253,11254,864,41,5,General Petite,Tops,Knits,440,92
11254,11255,864,28,1,General Petite,Tops,Knits,772,92
11255,11256,864,50,4,General Petite,Tops,Knits,430,92
11256,11257,872,34,5,General,Tops,Knits,368,100
11258,11259,830,44,5,General,Tops,Blouses,209,73
11259,11260,864,34,5,General Petite,Tops,Knits,279,92
11260,11261,1022,54,4,General,Bottoms,Jeans,851,149
11261,11262,872,37,5,General,Tops,Knits,61,100
11263,11264,872,33,4,General,Tops,Knits,45,100
11265,11266,1096,22,5,General Petite,Dresses,Dresses,846,45
11266,11267,1094,54,5,General Petite,Dresses,Dresses,152,43
11267,11268,829,33,2,General,Tops,Blouses,18,72
11268,11269,1096,48,4,General Petite,Dresses,Dresses,601,45
11269,11270,1096,32,3,General Petite,Dresses,Dresses,98,45
11270,11271,1096,45,5,General Petite,Dresses,Dresses,653,45
11271,11272,829,36,5,General,Tops,Blouses,64,72
11272,11273,829,37,2,General,Tops,Blouses,99,72
11273,11274,829,66,1,General,Tops,Blouses,91,72
11274,11275,829,39,5,General,Tops,Blouses,114,72
11275,11276,829,62,4,General,Tops,Blouses,942,72
11276,11277,829,42,5,General,Tops,Blouses,277,72
11277,11278,872,35,5,General,Tops,Knits,223,100
11278,11279,1096,46,4,General Petite,Dresses,Dresses,481,45
11279,11280,1094,39,5,General,Dresses,Dresses,48,43
11280,11281,829,35,1,General,Tops,Blouses,246,72
11281,11282,1096,55,5,General Petite,Dresses,Dresses,523,45
11282,11283,829,38,5,General,Tops,Blouses,178,72
11283,11284,829,52,5,General,Tops,Blouses,43,72
11284,11285,1096,36,4,General Petite,Dresses,Dresses,53,45
11285,11286,1094,37,5,General,Dresses,Dresses,316,43
11286,11287,829,25,3,General,Tops,Blouses,286,72
11287,11288,829,53,4,General,Tops,Blouses,122,72
11288,11289,1096,35,4,General Petite,Dresses,Dresses,143,45
11289,11290,1096,42,2,General Petite,Dresses,Dresses,461,45
11290,11291,873,34,5,General,Tops,Knits,368,101
11291,11292,1094,57,2,General,Dresses,Dresses,744,43
11292,11293,829,32,5,General,Tops,Blouses,206,72
11293,11294,829,33,5,General,Tops,Blouses,18,72
11294,11295,868,64,1,General,Tops,Knits,592,96
11295,11296,873,37,5,General,Tops,Knits,61,101
11296,11297,1096,36,2,General Petite,Dresses,Dresses,53,45
11297,11298,829,46,5,General,Tops,Blouses,579,72
11298,11299,829,58,5,General,Tops,Blouses,394,72
11299,11300,829,69,4,General,Tops,Blouses,88,72
11300,11301,1096,50,4,General Petite,Dresses,Dresses,575,45
11301,11302,829,65,2,General,Tops,Blouses,281,72
11302,11303,830,66,5,General,Tops,Blouses,91,73
11303,11304,829,37,5,General,Tops,Blouses,99,72
11304,11305,877,69,3,General Petite,Tops,Knits,553,104
11305,11306,1096,48,5,General Petite,Dresses,Dresses,601,45
11306,11307,873,31,5,General,Tops,Knits,52,101
11307,11308,829,30,2,General,Tops,Blouses,826,72
11308,11309,986,43,1,General,Jackets,Jackets,962,139
11309,11310,1094,71,1,General Petite,Dresses,Dresses,1306,43
11310,11311,986,57,1,General,Jackets,Jackets,1337,139
11311,11312,873,59,5,General,Tops,Knits,36,101
11312,11313,829,37,5,General,Tops,Blouses,99,72
11313,11314,829,39,2,General,Tops,Blouses,114,72
11314,11315,831,34,1,General Petite,Tops,Blouses,249,74
11315,11316,873,38,5,General,Tops,Knits,200,101
11316,11317,829,74,4,General,Tops,Blouses,1151,72
11317,11318,1094,31,3,General Petite,Dresses,Dresses,615,43
11318,11319,829,56,4,General,Tops,Blouses,166,72
11319,11320,829,43,5,General,Tops,Blouses,258,72
11320,11321,1094,43,5,General Petite,Dresses,Dresses,656,43
11321,11322,829,63,2,General,Tops,Blouses,265,72
11322,11323,872,45,5,General,Tops,Knits,665,100
11323,11324,1096,20,5,General Petite,Dresses,Dresses,861,45
11324,11325,873,34,4,General,Tops,Knits,368,101
11325,11326,829,36,5,General,Tops,Blouses,64,72
11326,11327,829,23,5,General,Tops,Blouses,89,72
11327,11328,1096,36,5,General Petite,Dresses,Dresses,53,45
11328,11329,1081,39,5,General Petite,Dresses,Dresses,9,31
11329,11330,1096,35,5,General Petite,Dresses,Dresses,143,45
11330,11331,829,37,4,General,Tops,Blouses,99,72
11331,11332,1096,34,4,General Petite,Dresses,Dresses,305,45
11332,11333,829,32,3,General,Tops,Blouses,206,72
11333,11334,829,65,5,General,Tops,Blouses,281,72
11334,11335,873,52,4,General,Tops,Knits,96,101
11335,11336,1096,25,5,General Petite,Dresses,Dresses,818,45
11336,11337,829,64,3,General,Tops,Blouses,176,72
11337,11338,829,65,5,General,Tops,Blouses,281,72
11338,11339,1096,38,4,General Petite,Dresses,Dresses,320,45
11339,11340,829,59,5,General Petite,Tops,Blouses,334,72
11340,11341,829,53,5,General Petite,Tops,Blouses,125,72
11341,11342,831,48,2,General Petite,Tops,Blouses,68,74
11342,11343,829,61,5,General Petite,Tops,Blouses,1073,72
11343,11344,829,45,1,General Petite,Tops,Blouses,335,72
11344,11345,1086,26,4,General,Dresses,Dresses,306,36
11346,11347,1086,34,5,General,Dresses,Dresses,1,36
11347,11348,1086,48,5,General,Dresses,Dresses,372,36
11349,11350,1022,43,3,General,Bottoms,Jeans,954,149
11350,11351,975,39,5,General Petite,Jackets,Jackets,220,136
11351,11352,1022,34,5,General,Bottoms,Jeans,891,149
11352,11353,1022,27,5,General,Bottoms,Jeans,1046,149
11353,11354,1022,27,5,General,Bottoms,Jeans,1046,149
11355,11356,1086,47,2,General,Dresses,Dresses,17,36
11356,11357,1086,32,5,General,Dresses,Dresses,95,36
11357,11358,995,34,3,General,Bottoms,Skirts,379,141
11359,11360,1022,51,5,General,Bottoms,Jeans,1213,149
11360,11361,1022,38,5,General,Bottoms,Jeans,183,149
11361,11362,1086,41,5,General,Dresses,Dresses,243,36
11362,11363,1089,37,3,General,Dresses,Dresses,316,39
11364,11365,975,26,2,General Petite,Jackets,Jackets,1102,136
11365,11366,1086,46,2,General,Dresses,Dresses,343,36
11366,11367,1022,25,5,General,Bottoms,Jeans,1233,149
11367,11368,995,33,5,General,Bottoms,Skirts,916,141
11368,11369,933,40,5,General,Tops,Sweaters,445,122
11369,11370,1086,40,4,General,Dresses,Dresses,158,36
11370,11371,1086,46,4,General,Dresses,Dresses,343,36
11371,11372,1086,55,4,General,Dresses,Dresses,19,36
11372,11373,1089,34,5,General,Dresses,Dresses,1,39
11374,11375,1022,56,5,General,Bottoms,Jeans,759,149
11375,11376,1022,27,5,General,Bottoms,Jeans,1046,149
11376,11377,1022,33,5,General,Bottoms,Jeans,782,149
11377,11378,995,33,2,General,Bottoms,Skirts,916,141
11378,11379,1022,44,5,General,Bottoms,Jeans,632,149
11379,11380,1086,54,5,General,Dresses,Dresses,215,36
11380,11381,933,26,3,General,Tops,Sweaters,423,122
11381,11382,1022,54,2,General,Bottoms,Jeans,851,149
11382,11383,1081,43,4,General Petite,Dresses,Dresses,656,31
11383,11384,895,46,4,General,Tops,Fine gauge,573,111
11384,11385,1025,27,5,General Petite,Bottoms,Jeans,1409,1
11385,11386,1094,31,3,General Petite,Dresses,Dresses,615,43
11386,11387,1025,23,4,General Petite,Bottoms,Jeans,1410,1
11387,11388,1025,36,5,General Petite,Bottoms,Jeans,753,1
11388,11389,1081,54,4,General Petite,Dresses,Dresses,152,31
11390,11391,1074,59,4,General,Dresses,Dresses,292,24
11391,11392,1094,52,5,General Petite,Dresses,Dresses,582,43
11392,11393,1081,28,5,General Petite,Dresses,Dresses,490,31
11393,11394,1074,23,3,General,Dresses,Dresses,313,24
11394,11395,1022,33,5,General,Bottoms,Jeans,782,149
11396,11397,1074,71,5,General,Dresses,Dresses,358,24
11397,11398,1081,54,5,General Petite,Dresses,Dresses,152,31
11398,11399,1070,39,5,General,Bottoms,Pants,371,22
11399,11400,1081,29,5,General Petite,Dresses,Dresses,102,31
11400,11401,1074,69,5,General,Dresses,Dresses,646,24
11401,11402,834,28,5,General Petite,Tops,Blouses,69,76
11402,11403,1030,45,5,General,Bottoms,Jeans,670,3
11403,11404,1081,52,5,General Petite,Dresses,Dresses,582,31
11404,11405,895,42,3,General Petite,Tops,Fine gauge,934,111
11406,11407,834,23,4,General Petite,Tops,Blouses,82,76
11407,11408,834,34,5,General Petite,Tops,Blouses,249,76
11409,11410,1074,52,5,General,Dresses,Dresses,173,24
11410,11411,1094,40,5,General Petite,Dresses,Dresses,355,43
11411,11412,1025,44,5,General Petite,Bottoms,Jeans,1158,1
11412,11413,1081,21,5,General,Dresses,Dresses,853,31
11413,11414,1070,59,5,General,Bottoms,Pants,1152,22
11414,11415,1030,65,3,General,Bottoms,Jeans,234,3
11415,11416,1074,57,3,General,Dresses,Dresses,744,24
11416,11417,895,46,3,General Petite,Tops,Fine gauge,156,111
11417,11418,1081,39,5,General,Dresses,Dresses,48,31
11419,11420,1022,35,4,General,Bottoms,Jeans,184,149
11420,11421,868,35,1,General Petite,Tops,Knits,111,96
11421,11422,861,28,3,General,Tops,Knits,57,89
11422,11423,1072,26,5,General,Dresses,Dresses,306,23
11423,11424,1072,50,5,General,Dresses,Dresses,12,23
11424,11425,1104,49,5,General Petite,Dresses,Dresses,581,50
11425,11426,868,65,4,General Petite,Tops,Knits,807,96
11426,11427,825,40,1,General,Tops,Blouses,267,69
11427,11428,1104,36,5,General Petite,Dresses,Dresses,53,50
11428,11429,1022,37,4,General,Bottoms,Jeans,649,149
11429,11430,1104,59,2,General Petite,Dresses,Dresses,67,50
11430,11431,903,43,5,General Petite,Tops,Fine gauge,845,114
11431,11432,1104,44,5,General Petite,Dresses,Dresses,702,50
11432,11433,868,55,5,General Petite,Tops,Knits,480,96
11433,11434,868,52,5,General Petite,Tops,Knits,487,96
11434,11435,868,24,5,General Petite,Tops,Knits,1109,96
11435,11436,1072,39,4,General,Dresses,Dresses,48,23
11436,11437,868,46,5,General Petite,Tops,Knits,108,96
11437,11438,868,46,3,General,Tops,Knits,46,96
11438,11439,868,29,3,General,Tops,Knits,369,96
11439,11440,868,29,3,General,Tops,Knits,369,96
11440,11441,1072,35,4,General,Dresses,Dresses,304,23
11441,11442,825,56,3,General,Tops,Blouses,166,69
11442,11443,1072,33,2,General,Dresses,Dresses,336,23
11443,11444,868,41,4,General,Tops,Knits,47,96
11444,11445,868,29,4,General,Tops,Knits,369,96
11445,11446,868,48,5,General,Tops,Knits,41,96
11446,11447,1022,53,3,General,Bottoms,Jeans,921,149
11447,11448,868,36,3,General,Tops,Knits,419,96
11448,11449,868,43,5,General,Tops,Knits,42,96
11449,11450,868,31,4,General,Tops,Knits,52,96
11450,11451,1072,33,3,General,Dresses,Dresses,336,23
11451,11452,1022,48,3,General,Bottoms,Jeans,205,149
11452,11453,868,46,4,General,Tops,Knits,46,96
11453,11454,868,71,5,General,Tops,Knits,332,96
11454,11455,861,49,5,General,Tops,Knits,647,89
11457,11458,868,42,5,General,Tops,Knits,229,96
11458,11459,868,60,5,General,Tops,Knits,60,96
11459,11460,868,50,5,General,Tops,Knits,568,96
11460,11461,1072,63,5,General,Dresses,Dresses,245,23
11461,11462,1072,61,5,General,Dresses,Dresses,94,23
11462,11463,1072,39,5,General,Dresses,Dresses,48,23
11463,11464,868,34,5,General,Tops,Knits,368,96
11464,11465,1072,44,4,General,Dresses,Dresses,92,23
11465,11466,1025,40,5,General Petite,Bottoms,Jeans,872,1
11466,11467,903,44,1,General Petite,Tops,Fine gauge,289,114
11467,11468,1072,54,5,General,Dresses,Dresses,215,23
11468,11469,1025,32,5,General Petite,Bottoms,Jeans,761,1
11469,11470,1025,26,5,General Petite,Bottoms,Jeans,505,1
11470,11471,1022,47,5,General,Bottoms,Jeans,375,149
11471,11472,903,62,3,General Petite,Tops,Fine gauge,159,114
11472,11473,1025,67,5,General Petite,Bottoms,Jeans,1412,1
11473,11474,825,33,5,General,Tops,Blouses,18,69
11474,11475,868,33,3,General,Tops,Knits,45,96
11475,11476,1025,57,4,General Petite,Bottoms,Jeans,657,1
11476,11477,868,36,3,General,Tops,Knits,419,96
11477,11478,868,29,4,General,Tops,Knits,369,96
11478,11479,861,65,4,General,Tops,Knits,227,89
11479,11480,1025,43,5,General Petite,Bottoms,Jeans,495,1
11480,11481,868,35,4,General,Tops,Knits,223,96
11481,11482,868,55,4,General,Tops,Knits,222,96
11482,11483,868,41,4,General,Tops,Knits,47,96
11483,11484,868,60,5,General,Tops,Knits,60,96
11484,11485,825,57,5,General,Tops,Blouses,1065,69
11485,11486,939,52,5,General,Tops,Sweaters,570,125
11486,11487,868,34,4,General,Tops,Knits,368,96
11487,11488,1025,36,5,General Petite,Bottoms,Jeans,753,1
11488,11489,868,40,5,General,Tops,Knits,38,96
